ingredient_name,time_stamp,product_title,price,unit,measure,unit_price,badage_rocket,url,image
대패삼겹살,2024-08-01 20:07:53,"돌돌말이 대패삼겹살 (냉동), 700g, 2개",15900,100,g,1136,로켓배송,https://www.coupang.com/vp/products/7297269740?itemId=19223539192&vendorItemId=86340226576,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1582906875680146-2180d773-35bf-45f2-8797-b40cc6d84465.jpg
돼지고기 목살,2024-08-01 20:07:55,"미트포유 목전지 13mm, 3kg, 1개",29900,100,g,997,로켓배송,https://www.coupang.com/vp/products/5169947632?itemId=7131594758&vendorItemId=74423389195,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6598779476294580-230e90d6-b1d5-40fa-aa2e-0fef0e42ece5.jpg
돼지대창,2024-08-01 20:07:57,"(배터짐) 국내산 삶은 돼지대창 2kg, 1개",25910,100,g,1296,,https://www.coupang.com/vp/products/7782030372?itemId=21034708147&vendorItemId=81441244827,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6880/8dac122edb7a60c932a31f21a7542f3dabbe42597fe955dee38a01674e39.jpg
돼지막창,2024-08-01 20:07:59,"막창 망치막창 대구 돼지생막창 2kg, 1개",33300,100,g,1665,,https://www.coupang.com/vp/products/7180661550?itemId=18109706839&vendorItemId=73090530403,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b0e1/3b63511eede1c28982e2cd6f4eb7f6126dff869e075a3894c8be44ea5247.png
된장,2024-08-01 20:08:00,"범일 콩된장 특대입자, 3kg, 1개",10290,100,g,343,로켓배송,https://www.coupang.com/vp/products/6059230471?itemId=3204315560&vendorItemId=70756019342,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2822372877774259-fc93335e-f435-48a2-af13-db30cfdfc9ea.png
두반장,2024-08-01 20:08:01,"피센 홍유피현 두반장, 500g, 1개",4580,100,g,916,로켓배송,https://www.coupang.com/vp/products/5871814066?itemId=10275753070&vendorItemId=77558134171,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/p5atq2eu/52e485bccde34394a86172d39a51b3a2.jpg
두부,2024-08-01 20:08:02,"곰곰 콩두부, 500g, 8개",11410,100,g,285,로켓배송,https://www.coupang.com/vp/products/1275124810?itemId=19223694374&vendorItemId=86340379569,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7119255692693177-b103a20c-d60e-4dc4-a678-73c9bbd61e6f.jpg
들기름,2024-08-01 20:08:03,"해표 참진한 들기름, 320ml, 2개",15100,10,ml,236,로켓배송,https://www.coupang.com/vp/products/14048?itemId=17905766040&vendorItemId=85068508116,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/38376563885502-28ad1280-100d-4cd7-b89c-0194fbaabe15.jpg
들기름(또는 식용유),2024-08-01 20:08:04,"해표 참진한 들기름, 320ml, 1개",8300,10,ml,259,로켓배송,https://www.coupang.com/vp/products/7851778927?itemId=21403181146&vendorItemId=88459777265,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/338408797573843-daac46b1-505e-4aaa-965b-4524d8b11ab2.jpg
들깨가루,2024-08-01 20:08:06,"청정 자연 국산100% 들깨기피가루 탈피 거피 500g/1kg, 500g, 1개",18500,10,g,370,,https://www.coupang.com/vp/products/7219774507?itemId=18292419101&vendorItemId=85438061401,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/fd19/0d07bbaab879342ba21078dc3dcbf187e002e1a2fa798f47940c3b78f2a2.png
떡국떡,2024-08-01 20:08:08,"곰곰 쌀 떡국떡, 1kg, 5개",12370,100,g,247,로켓배송,https://www.coupang.com/vp/products/1548173551?itemId=19223912803&vendorItemId=86340595351,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/602990360145222-048986f3-729b-4f79-bada-92aec724306e.jpg
떡복이,2024-08-01 20:08:10,"[달콤박스] 스위티코리아 떡볶이스낵 1kg 4개입 1박스, 4개",22800,10,g,57,,https://www.coupang.com/vp/products/1987103186?itemId=20106142774&vendorItemId=87199966165,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9d60/7a84d004d69303f8ef6e9e568b8adb1b7629519569fdf8af619d1dbbca3c.jpg
떡볶이떡,2024-08-01 20:08:11,"곰곰 쌀떡볶이떡, 1kg, 1개",2470,100,g,247,로켓배송,https://www.coupang.com/vp/products/1548173516?itemId=2650025169&vendorItemId=70640893745,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/12570459420540178-985b6697-7e74-4900-94e8-c6a601fc4843.jpg
뜨거운 물,2024-08-01 20:08:13,"필립스 3000 시리즈 무선 전기포트, HD9318/20",26300,,,999999999,로켓배송,https://www.coupang.com/vp/products/2068932759?itemId=3515436046&vendorItemId=71501561600,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/550198729724681-d74616e4-4b66-415e-a649-9fb26a769bee.jpg
라면,2024-08-01 20:08:15,"삼양라면, 25개",13730,1,개,549,로켓배송,https://www.coupang.com/vp/products/7460637047?itemId=20686607160&vendorItemId=84994381164,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1193085677720053-824ad0fd-8e6b-4848-a15f-aea0dbc82b41.jpg
라면사리,2024-08-01 20:08:17,"농심 사리면, 160개",40140,1,개,251,로켓배송,https://www.coupang.com/vp/products/4706643916?itemId=19421766804&vendorItemId=86533231704,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/787938967466602-9da1df21-09b1-4821-9956-79e7369da8a0.jpg
라면스프,2024-08-01 20:08:18,"오뚜기 오쉐프 진한라면 스프, 285g, 12개",31600,100,g,924,로켓배송,https://www.coupang.com/vp/products/17374513?itemId=17909996176&vendorItemId=85072685262,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/620116592784467-f3e5cc40-5b77-4eb0-9454-0d2a9c0abeb4.jpg
마늘,2024-08-01 20:08:20,"곰곰 국내산 깐마늘, 200g, 3개",4780,100,g,797,로켓배송,https://www.coupang.com/vp/products/6610618007?itemId=19223906476&vendorItemId=86340589758,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/68ff127f-018e-4314-b67b-44cc82496e087880561516926333343.png
마늘종,2024-08-01 20:08:21,"[직수입 전문] 신선 마늘쫑 마늘종 업소용 식자재 도매반장, 1개, 3kg",14900,100,g,497,,https://www.coupang.com/vp/products/8057681125?itemId=22848891277&vendorItemId=89883574771,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0fe4/5b841fee219f074a1653e1740f61b3eeacbf65f8d48ff018cbf887f0961e.jpg
마늘종1단,2024-08-01 20:08:22,"[특급] 마늘쫑 1단, 1개",3200,,,999999999,,https://www.coupang.com/vp/products/6226041368?itemId=12486064118&vendorItemId=79754787311,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7417/4632f9d741b7cb3b6b98de4b9c19ee2946db247ed79835e181d9765a5ef1.jpg
마늘쫑,2024-08-01 20:08:23,"[업소 식자재용] 수입 마늘쫑 700g x 10단 7kg 1박스, 1개",29900,100,g,374,,https://www.coupang.com/vp/products/7460820943?itemId=19446001952&vendorItemId=86556897792,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/37eb/663c97592f5f36c27969bf233a21906c77ea577101143b0e306449d23c97.jpg
마늘청(또는 다진마늘),2024-08-01 20:08:24,"[셰프의텃밭] 정성스레 다진마늘 국내산 간마늘 산지직송, 1kg, 3개",21300,10,g,71,,https://www.coupang.com/vp/products/6362032040?itemId=21326388742&vendorItemId=88307880678,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d1cb/a8536d66cea0494409c75c8ab09ac274c190dd949b9566534aaaa80177fb.png
마른새우,2024-08-01 20:08:25,"대용량 두절새우 1kg 볶음/조림용 건새우 / 수염새우 마른새우 반찬, 두절새우 소 1kg, 1개",17900,10,g,179,,https://www.coupang.com/vp/products/8068071343?itemId=22698744355&vendorItemId=89734394837,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/00a4/5b54590dbaeb05a3627bf59d13ebd6d03863e4850852bf7a8ac4ee4cfd41.jpg
마요네즈,2024-08-01 20:08:27,"청정원 프레시 마요네즈, 800g, 1개",5370,100,g,671,로켓배송,https://www.coupang.com/vp/products/1419506?itemId=1139913&vendorItemId=3001109656,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/211852560112136-b11de722-0b11-4ee9-b9b2-1c20850df88b.jpg
마지막 후추,2024-08-01 20:08:28,"경동시장 통 흑후추 대용량, 1개, 300g",7000,10,g,233,,https://www.coupang.com/vp/products/1577291146?itemId=18253318211&vendorItemId=85400024826,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ef3b/cf49f6dd5fac984f55dd89a3a5f7fdc75caddd5261def39833694a9f1e15.jpg
만능양념장,2024-08-01 20:08:29,"청우식품 비빔무침양념 2.2kg, 1개",10600,100,g,482,로켓배송,https://www.coupang.com/vp/products/6456445363?itemId=14035376467&vendorItemId=70944571207,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/893401448123354-ff57eb9c-05c4-4d2f-9775-23150758cb23.jpg
맛소금,2024-08-01 20:08:31,"맛소금, 1kg, 6개",19380,100,g,323,로켓배송,https://www.coupang.com/vp/products/6659184953?itemId=19565589241&vendorItemId=86673466312,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/b8b1b7c0-2273-4f89-a1f3-aec5f4a9994f5203993258654375083.png
맛술,2024-08-01 20:08:32,"청정원 쉐프원미작, 2kg, 2개",8120,10,g,20,로켓배송,https://www.coupang.com/vp/products/2517202?itemId=513909655&vendorItemId=4322627626,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3828188459522639-097f22f2-eb10-467e-a5f8-d56a9d83c7de.jpg
맛술 ,2024-08-01 20:08:33,"청정원 쉐프원미작, 2kg, 2개",8120,10,g,20,로켓배송,https://www.coupang.com/vp/products/2517202?itemId=513909655&vendorItemId=4322627626,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3828188459522639-097f22f2-eb10-467e-a5f8-d56a9d83c7de.jpg
맛술(미림),2024-08-01 20:08:35,"오뚜기 미향, 18L, 1개",27410,10,ml,15,로켓배송,https://www.coupang.com/vp/products/739286?itemId=927892383&vendorItemId=70181061340,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/01/21/16/6/64ae3171-7692-4e02-be8b-7bf64d30f881.jpg
매실액,2024-08-01 20:08:36,"참다음 매실 농축액, 1.5L, 8개",47000,100,ml,392,로켓배송,https://www.coupang.com/vp/products/2176203818?itemId=18741428378&vendorItemId=71688414360,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/28/19/9/5fbf859e-38e1-426a-aab9-9eff4be1b459.jpg
매실청,2024-08-01 20:08:38,"파낙스 참다음 매실, 1.5L, 2개",13100,100,ml,437,로켓배송,https://www.coupang.com/vp/products/2176203818?itemId=6803869928&vendorItemId=70807148100,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5544975687890163-334f7ded-2463-4f21-90dc-83d8490e778e.jpg
멸치,2024-08-01 20:08:39,"청해명가 수산물이력제 통영멸치 국물용, 200g, 1개",4430,10,g,222,로켓배송,https://www.coupang.com/vp/products/6410062251?itemId=13743252668&vendorItemId=80994074695,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/03/10/12/3/4a819d99-2501-4621-8f8d-cbf2636af0e2.jpg
멸치/까나리 액젓,2024-08-01 20:08:40,"청정원 까나리 액젓, 3kg, 1개",9900,10,g,33,로켓배송,https://www.coupang.com/vp/products/2119732?itemId=9599947&vendorItemId=3000145284,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/886567818550453-cd5799e3-8317-4b35-adab-eb8783ed41c6.jpg
멸치다시다,2024-08-01 20:08:41,"화미 멸치다시, 1kg, 4개",25840,10,g,65,로켓배송,https://www.coupang.com/vp/products/45713?itemId=18038742164&vendorItemId=85193104973,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/05dd5d36-a1ca-4a1a-a252-6ab202a95a0e4095422150182657392.png
멸치액젓,2024-08-01 20:08:42,"청정원 멸치액젓, 5kg, 1개",12960,10,g,26,로켓배송,https://www.coupang.com/vp/products/8180142729?itemId=20761927235&vendorItemId=3037177082,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/879066650434839-962532b9-29ce-4e29-ad09-32cc2aaf34f8.jpg
묵은지,2024-08-01 20:08:44,"더아삭김치 국내산 전라도 묵은지 김치 100%국내산, 1개, 10kg",52000,100,g,520,,https://www.coupang.com/vp/products/7972893706?itemId=22089152423&vendorItemId=89136165252,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ce52/19062e49ea53d487342a3b08b5cf588efd3f12db22e576e59afaec12c3c5.jpg
문어,2024-08-01 20:08:45,"고마워 데친문어 (냉동), 1.05kg, 1개",39900,10,g,380,로켓배송,https://www.coupang.com/vp/products/7522747043?itemId=19733942636&vendorItemId=86837799914,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/c4zvvoqz/8c502b3d6af9457e9a7bb1ac21778dbf.jpg
물,2024-08-01 20:08:46,"탐사 샘물, 2L, 24개",11490,100,ml,24,로켓배송,https://www.coupang.com/vp/products/7689270513?itemId=20877904748&vendorItemId=87945140914,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6748198422425156-c12f0193-0e3a-4b9b-a7a8-b22e9502dda9.jpg
물(전분물용),2024-08-01 20:08:47,"곰곰 감자전분, 1kg, 1개",4390,100,g,439,로켓배송,https://www.coupang.com/vp/products/7522733692?itemId=19733882650&vendorItemId=86837741791,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1852597268171107-c6ccc49f-9e60-40bc-8555-646c8c49e8b2.jpg
물엿,2024-08-01 20:08:48,"곰곰 물엿, 2.45kg, 1개",6190,100,g,253,로켓배송,https://www.coupang.com/vp/products/7511168002?itemId=19680844973&vendorItemId=86786217870,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/13381707216464-06712bba-829d-46c8-9f3a-ae2fbf4dbbb7.jpg
물전분,2024-08-01 20:08:50,"곰곰 감자전분, 1kg, 1개",4390,100,g,439,로켓배송,https://www.coupang.com/vp/products/7522733692?itemId=19733882650&vendorItemId=86837741791,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1852597268171107-c6ccc49f-9e60-40bc-8555-646c8c49e8b2.jpg
미림,2024-08-01 20:08:51,"청정원 생강&매실 맛술, 1개, 1.8L",6620,10,ml,37,로켓배송,https://www.coupang.com/vp/products/7835682215?itemId=25131682&vendorItemId=3037177121,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1249254205427768-63d544c9-bd87-4916-a368-452f000f131c.jpg
미림(멸치볶음용),2024-08-01 20:08:52,"청정원 생강&매실 맛술, 1개, 1.8L",6620,10,ml,37,로켓배송,https://www.coupang.com/vp/products/7835682215?itemId=25131682&vendorItemId=3037177121,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1249254205427768-63d544c9-bd87-4916-a368-452f000f131c.jpg
미역줄기,2024-08-01 20:08:54,"주일상사 염장미역줄기, 1박스, 5kg",11900,10,g,24,로켓배송,https://www.coupang.com/vp/products/7442078498?itemId=19354484467&vendorItemId=86467632754,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/kfsaxruw/ff598cdb40fc467498b13c7e83b2757d.jpg
미원,2024-08-01 20:08:55,"미원 업소용, 1kg, 1개",11830,10,g,118,,https://www.coupang.com/vp/products/7183367791?itemId=18121257471&vendorItemId=88996180140,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/55cc/28e89e11a0e5c0fc5182ca905aaa36ec056d148a3a5111ec18d480844d67.jpg
밀가루,2024-08-01 20:08:56,"곰곰 중력다목적용 밀가루, 3kg, 1개",3990,100,g,133,로켓배송,https://www.coupang.com/vp/products/7257694107?itemId=18477853883&vendorItemId=85617748048,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3419146629828407-257238be-cfdc-41cd-881a-b535b88c3b95.jpg
밀가루떡,2024-08-01 20:08:58,"칠갑농산 밀 떡볶이, 1kg, 2개",7400,100,g,370,로켓배송,https://www.coupang.com/vp/products/7351039433?itemId=18916473776&vendorItemId=86043697868,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/05/22/13/2/25a7c4aa-9ce4-4836-b19f-047a4f048821.jpg
밀떡,2024-08-01 20:09:00,"식자재왕 밀떡볶이떡 직각, 2kg, 6개",35940,100,g,300,로켓배송,https://www.coupang.com/vp/products/6010083088?itemId=10902002721&vendorItemId=78181863750,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/08/03/14/7/fe905697-237f-4012-a3f5-5c536e382ac5.jpg
바다 소금,2024-08-01 20:09:01,"넥톤 마르노토 바다소금, 1kg, 2개",9100,100,g,455,로켓배송,https://www.coupang.com/vp/products/7928194673?itemId=21800503323&vendorItemId=88849085396,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/02/29/16/5/baa3c9a3-4e92-479b-9abd-da332a09248a.jpg
밥새우,2024-08-01 20:09:03,"신건호멸치 후리가케 이유식 주먹밥용 밥새우 (냉동), 500g, 1팩",8590,10,g,172,로켓배송,https://www.coupang.com/vp/products/7322533661?itemId=18783975624&vendorItemId=85915283819,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5248592987041391-9754907d-6b6c-459b-a443-fa75505f1226.jpg
볶은 깨,2024-08-01 20:09:04,"오리지널그레인 볶은 통참깨, 2kg, 1개",17980,100,g,899,로켓배송,https://www.coupang.com/vp/products/7574514650?itemId=17716327048&vendorItemId=84881175299,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/766316930514427-fac38c83-125d-4d65-b995-c48d45e9ee71.jpg
볶음고추장,2024-08-01 20:09:05,"해찬들 궁중식 쇠고기 볶음고추장 500g, 5개",30570,100,g,1223,,https://www.coupang.com/vp/products/8180613629?itemId=20977150828&vendorItemId=88606345813,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/43d4/a7f65bcd34b41935e047bc94354a9ff8de6f8710dd24d3bd4e17112bd1f7.jpg
볶음용멸치,2024-08-01 20:09:07,"조혜정의 멸치연구소 볶음용 멸치 (냉동), 500g, 1개",11800,10,g,236,로켓배송,https://www.coupang.com/vp/products/7816353820?itemId=21216336657&vendorItemId=88277383460,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/875233003753832-d0877343-a1b5-4085-93bd-2b6a586577ae.jpg
부추,2024-08-01 20:09:08,"부추 4kg, 1개",16700,100,g,418,,https://www.coupang.com/vp/products/7153505103?itemId=17989410984&vendorItemId=73453966419,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c10b/2747a242ba86ca2a92e6da786b35d84b37feaf48bf4ffca8981f22b00745.jpg
붉은 고추,2024-08-01 20:09:09,"국내산 풋고추, 150g, 1개",2500,100,g,1667,로켓배송,https://www.coupang.com/vp/products/4778058800?itemId=6106221380&vendorItemId=73402572034,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/12354864724830-56c81f47-9181-49b8-8814-46a177ca027e.jpg
브로콜리,2024-08-01 20:09:10,"브로콜리 (냉동), 1kg, 2개",8590,100,g,430,로켓배송,https://www.coupang.com/vp/products/7762667800?itemId=20937085721&vendorItemId=88003421394,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5014356809822097-bad3e57b-a914-4da6-985f-420a067539be.jpg
빨간 피망,2024-08-01 20:09:11,"국내산 빨강파프리카, 1kg, 1개",9500,100,g,950,로켓배송,https://www.coupang.com/vp/products/5932868429?itemId=10547931305&vendorItemId=77829388547,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/477977350260-ff0c0787-cb0f-4c2c-a819-1da6959af818.jpg
사각 어묵,2024-08-01 20:09:12,"대림선 부산 어묵 풍년마당, 1000g, 4개",17750,10,g,44,로켓배송,https://www.coupang.com/vp/products/305534577?itemId=19224737819&vendorItemId=86341408913,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/b96035c1-1314-4bad-8d98-4e5dd13049117285443045343073623.png
사각어묵,2024-08-01 20:09:14,"대림선 부산 어묵 풍년마당, 1000g, 4개",17750,10,g,44,로켓배송,https://www.coupang.com/vp/products/305534577?itemId=19224737819&vendorItemId=86341408913,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/b96035c1-1314-4bad-8d98-4e5dd13049117285443045343073623.png
삶은달걀,2024-08-01 20:09:15,"녹색계란 구운란 30구, 1개",8990,1,구,300,로켓배송,https://www.coupang.com/vp/products/6993963805?itemId=17126540959&vendorItemId=84299755867,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/12/08/15/4/9bed4578-a114-4c03-a918-07a4629a3b7f.jpg
삼겹살,2024-08-01 20:09:16,"벌집삼겹살500g 2kg내외, 4개, 500g",24900,100,g,1245,,https://www.coupang.com/vp/products/6352997757?itemId=18189860058&vendorItemId=80630761353,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d139/686790f3a505881d3daf969af387c3976abfc6bb419f3a14fe17a2033b2d.jpg
삼겹살(또는 오겹살),2024-08-01 20:09:17,"한돈 삼겹살 구이용 (냉장), 1kg, 1개",23900,100,g,2390,로켓배송,https://www.coupang.com/vp/products/4399008896?itemId=5222929033&vendorItemId=72532026516,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1320601085767831-d9cb2b2b-4db2-4316-b34c-0981ec57b130.jpg
