ingredient_name,time_stamp,product_title,price,unit,measure,unit_price,badage_rocket,url,image
삼겹살(오겹살),2024-08-01 20:09:18,"곰곰 오겹살 수육용 (냉동), 2kg, 1개",22600,100,g,1130,로켓배송,https://www.coupang.com/vp/products/8054024987?itemId=22600129280&vendorItemId=89641785819,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3492344551902441-c0bf9fce-a094-4bf6-9498-3873a25d3440.jpg
새송이버섯,2024-08-01 20:09:19,"못생겨도 맛있는 미니 새송이버섯, 500g, 1개",1990,100,g,398,로켓배송,https://www.coupang.com/vp/products/7608447401?itemId=20144366275&vendorItemId=87237662250,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4520348110700457-e162ae7f-c08a-458f-afaf-c39d56325e5b.jpg
새우젓,2024-08-01 20:09:20,"오늘의젓갈 씨엔 새우젓, 5kg, 1개",26900,10,g,54,로켓배송,https://www.coupang.com/vp/products/6056082453?itemId=11117762162&vendorItemId=78396512166,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1681940318805620-f863326a-ca88-4b98-a0a9-e60cf75999c1.jpg
새콤하게 익은 배추김치,2024-08-01 20:09:21,"맛있게 익은 배추김치 10kg / HACCP인증, 1개",16500,100,g,165,,https://www.coupang.com/vp/products/315501650?itemId=1003104022&vendorItemId=70397886753,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/284b/c92e764967439d917ef529dcd1ad8250f720fbc00d34489f63881aa7b36f.jpg
샐러리,2024-08-01 20:09:23,"국내산 통 셀러리, 2kg, 1개",8980,100,g,449,로켓배송,https://www.coupang.com/vp/products/8146749371?itemId=23167797131&vendorItemId=90200577934,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3313702077696528-8e7b1d2c-29b8-4fc8-90cd-1a8e87fc4383.jpg
생강,2024-08-01 20:09:24,"국내산 흙생강, 1kg, 1개",10490,100,g,1049,로켓배송,https://www.coupang.com/vp/products/4882077922?itemId=6357828817&vendorItemId=73653107659,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/187509298459646-4e804214-4fdf-42e1-acc8-bca986b75e58.jpg
생강술,2024-08-01 20:09:25,"청정원 생강&매실 맛술, 1개, 1.8L",6620,10,ml,37,로켓배송,https://www.coupang.com/vp/products/7835682215?itemId=25131682&vendorItemId=3037177121,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1249254205427768-63d544c9-bd87-4916-a368-452f000f131c.jpg
생강즙,2024-08-01 20:09:26,"생강(건강)진액 100mlx60포(1박스) 좋은 원료로 깊고 진한 생강의 맛을 낸 생강즙 (한방건강마을), 60개, 100ml",23800,10,ml,40,,https://www.coupang.com/vp/products/6546071984?itemId=14594312260&vendorItemId=81836212128,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/af2e/a64639ffdc87c293aa19f40f42ce51a475be52005618854b5f01b5ba271e.jpg
생강즙(희석한 것),2024-08-01 20:09:27,"생강(건강)진액 100mlx60포(1박스) 좋은 원료로 깊고 진한 생강의 맛을 낸 생강즙 (한방건강마을), 60개, 100ml",23800,10,ml,40,,https://www.coupang.com/vp/products/6546071984?itemId=14594312260&vendorItemId=81836212128,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/af2e/a64639ffdc87c293aa19f40f42ce51a475be52005618854b5f01b5ba271e.jpg
생강청,2024-08-01 20:09:29,"담터 꿀생강차A, 1kg, 1개입, 1개",7510,10,g,75,로켓배송,https://www.coupang.com/vp/products/7804235495?itemId=21144195451&vendorItemId=85102332568,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/02/17/12/3/0cebec9c-ea1a-4fda-87f9-d6fe13298aa4.jpg
생수,2024-08-01 20:09:30,"동원샘물 생수, 2L, 12개",6840,100,ml,29,로켓배송,https://www.coupang.com/vp/products/6485147801?itemId=21427650049&vendorItemId=86493934909,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4872694785419041-0a02fc1b-088d-4509-9651-e706e34c3449.jpg
설탕,2024-08-01 20:09:31,"큐원 갈색설탕, 15kg, 1개",27440,100,g,183,로켓배송,https://www.coupang.com/vp/products/2146550469?itemId=18359611953&vendorItemId=70805870305,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/05/28/18/6/fe00fd33-eaaf-4d6b-b18a-9c80d4ccc0d3.jpg
설탕(원당),2024-08-01 20:09:32,"캐인슈가 비정제 원당 20kg (10kgx2포)/미트폴 프리미엄 갈색설탕 비정제설탕, 10kg, 2개",41540,100,g,208,,https://www.coupang.com/vp/products/1275235692?itemId=18774436616&vendorItemId=3178102819,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/bae5/e9c4e2afa453aa9fa378d75b43107046ebc43148ab60961228b01c914119.jpg
세멸치,2024-08-01 20:09:34,"이어수산 볶음용 멸치 (냉동), 500g, 1봉",13930,10,g,279,로켓배송,https://www.coupang.com/vp/products/1333039253?itemId=2357889705&vendorItemId=70354320501,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2881132363310822-ef6ba9a0-a101-4a53-86f2-16362712c39c.jpg
소고기,2024-08-01 20:09:35,"고급진 한우 양념 불고기 (냉장), 1kg, 1개",19400,100,g,1940,로켓배송,https://www.coupang.com/vp/products/7241195795?itemId=18398957884&vendorItemId=85541804155,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2092314074261283-f096bf1f-39f4-4173-ab3b-c68e3f51e8e5.jpg
소고기 갈비살,2024-08-01 20:09:36,"미트지엥 호주산 곡물비육 갈비살 구이 400g (냉장), 2개",26220,100,g,3278,로켓배송,https://www.coupang.com/vp/products/6130949699?itemId=19272576080&vendorItemId=86387738639,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3c3f2f9e-a626-4671-9b33-8e8220ebf29c592477545973498824.png
소고기 다짐육,2024-08-01 20:09:37,"딜리조이 호주산 소고기 앞다리살 다짐육 (냉장), 400g, 1개",9390,100,g,2348,로켓배송,https://www.coupang.com/vp/products/6456552871?itemId=14035927668&vendorItemId=81283942019,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6259896162905900-ca72adf6-10eb-4e3f-a1e4-a2c438c661d1.jpg
소금,2024-08-01 20:09:38,"식용 A등급 수입 천일염 20kg 대용량 왕소금 중국산 굵은 소금, 1개",20000,100,g,100,,https://www.coupang.com/vp/products/7639921549?itemId=20296510348&vendorItemId=85916280487,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7b2f/bd1b494236dd2e2df7e1845856401ef1dd06509ea6e5bc918aefe9a9b04b.jpg
소금 ,2024-08-01 20:09:39,"해표 꽃소금, 1kg, 1개",2010,100,g,201,로켓배송,https://www.coupang.com/vp/products/7118404111?itemId=17816578760&vendorItemId=84980517084,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/02/07/11/3/ef33ce49-5285-4677-9d74-f0a9e111f198.jpg
소금(1/2작은술),2024-08-01 20:09:40,"해표 꽃소금, 1kg, 1개",2010,100,g,201,로켓배송,https://www.coupang.com/vp/products/7118404111?itemId=17816578760&vendorItemId=84980517084,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/02/07/11/3/ef33ce49-5285-4677-9d74-f0a9e111f198.jpg
소불고기(300g),2024-08-01 20:09:42,"The 고기듬뿍 양념 소불고기, 1팩, 1kg",16500,100,g,1650,로켓배송,https://www.coupang.com/vp/products/7759292161?itemId=20920765976&vendorItemId=87987620409,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1188598906176360-bcaa2ada-030a-4cfd-8860-99ad0012c112.jpg
소세지,2024-08-01 20:09:43,"롯데햄 맛있는 비엔나 소시지, 1kg, 1개",7740,10,g,77,로켓배송,https://www.coupang.com/vp/products/7548434369?itemId=19859604788&vendorItemId=86960591694,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/384265164440937-9f76905b-2380-463a-a511-c9d95417e5ae.jpg
소시지,2024-08-01 20:09:44,"롯데햄 맛있는 비엔나 소시지, 1kg, 1개",7740,10,g,77,로켓배송,https://www.coupang.com/vp/products/7548434369?itemId=19859604788&vendorItemId=86960591694,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/384265164440937-9f76905b-2380-463a-a511-c9d95417e5ae.jpg
소주,2024-08-01 20:09:45,"담금주 30도 3.6L 4병 오미주 담금소주 담금주술 담금주용, 4개",48000,100,ml,333,,https://www.coupang.com/vp/products/8243660063?itemId=21318374904&vendorItemId=86696356042,https:https://img1a.coupangcdn.com/image/coupang/list/adultProduct_plp.png
소주 또는 맛술,2024-08-01 20:09:46,"청정원 쉐프원미작, 2kg, 2개",8120,10,g,20,로켓배송,https://www.coupang.com/vp/products/2517202?itemId=513909655&vendorItemId=4322627626,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3828188459522639-097f22f2-eb10-467e-a5f8-d56a9d83c7de.jpg
쇠고기 안심,2024-08-01 20:09:47,"미트지엥 호주산 우안심 스테이크용 (냉장), 300g, 2팩",25020,100,g,4170,로켓배송,https://www.coupang.com/vp/products/1524431303?itemId=19225067848&vendorItemId=86341723654,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/03fd655e-0bfc-4692-97e8-f1430cb64116620948872768528576.png
순대,2024-08-01 20:09:48,"곰곰 장충동식 찰순대, 1kg, 1개",6100,100,g,610,로켓배송,https://www.coupang.com/vp/products/1490436256?itemId=2558681137&vendorItemId=70551215486,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/560065482092721-92868e97-a4ca-4082-af97-b72e6b19ce3c.jpg
순한맛라면,2024-08-01 20:09:50,"오뚜기 진라면 순한맛, 40개",22240,1,개,556,로켓배송,https://www.coupang.com/vp/products/5587102353?itemId=18625876573&vendorItemId=3054766842,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/62299814265832-5b179d6e-6ae5-4f8b-acc7-fe8b595d20b2.png
슬라이스 마늘1/2컵,2024-08-01 20:09:52,"마당발 편마늘 (냉동), 1kg, 3개",15390,100,g,513,로켓배송,https://www.coupang.com/vp/products/6890446561?itemId=19272809794&vendorItemId=86387965969,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/95ff0de3-a9c6-44e7-bbd7-1570df1b773a581357480107508054.png
식용유,2024-08-01 20:09:53,"해표 식용유, 1.8L, 5개",28000,100,ml,311,로켓배송,https://www.coupang.com/vp/products/487322?itemId=12419031959&vendorItemId=84994382062,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/99587635365074-575db27f-bb65-483a-b5b3-77143f73cb48.jpg
식초,2024-08-01 20:09:55,"오뚜기 양조식초 18L, 1개",14970,10,ml,8,로켓배송,https://www.coupang.com/vp/products/8179795483?itemId=3900978&vendorItemId=3004663263,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4076040557935910-8d249e23-c0fa-4257-9ebe-9e0cf74388c0.jpg
쌀 조청,2024-08-01 20:09:57,"청정원 조청쌀엿, 5kg, 2개",29200,100,g,292,로켓배송,https://www.coupang.com/vp/products/8202570722?itemId=3815887834&vendorItemId=85929841606,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/18de7fc7-d5a4-4a52-90c5-b0dae0db085f1590254721991926957.png
쌀떡,2024-08-01 20:09:59,"오마뎅 진짜 우리쌀 가래떡 (냉동), 480g, 2개",9800,10,g,102,로켓배송,https://www.coupang.com/vp/products/7373342305?itemId=19025317618&vendorItemId=86149546155,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/827098358299553-c1740ace-6d09-46eb-bd99-98a6e7efaec3.jpg
아몬드,2024-08-01 20:10:00,"서래푸드 구운아몬드 1kg, 1개",12700,10,g,127,,https://www.coupang.com/vp/products/7749545760?itemId=20905993208&vendorItemId=75164219219,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9148/e5246299ae4e0fc015c431a22db364f096ac0adeae85632a4c787f17b19f.jpg
액젓,2024-08-01 20:10:02,"청정원 멸치액젓, 5kg, 1개",12960,10,g,26,로켓배송,https://www.coupang.com/vp/products/8180142729?itemId=20761927235&vendorItemId=3037177082,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/879066650434839-962532b9-29ce-4e29-ad09-32cc2aaf34f8.jpg
얇은 사각어묵,2024-08-01 20:10:04,"부산진어묵 사각 2.8kg 대용량, 1개",13360,10,g,48,,https://www.coupang.com/vp/products/7249338474?itemId=18436849513&vendorItemId=85578142171,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6b99/60455477b62a2b15ea5cda8452308eda36fcac8574beab4f5fea3322ea6a.jpg
양념장: 고추장,2024-08-01 20:10:06,"사조 순창궁 양념 쌈장 지함, 14kg, 1개",26590,100,g,190,로켓배송,https://www.coupang.com/vp/products/7813042432?itemId=21197719102&vendorItemId=85486327166,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/877263941223606-692cf72f-1d73-4796-bdf7-d6c56eca63f4.jpg
양념장: 고춧가루,2024-08-01 20:10:07,"신대감 옹고집 고추가루 보통맛 찜 무침용, 1kg, 1개",12900,100,g,1290,로켓배송,https://www.coupang.com/vp/products/2305501453?itemId=3973779023&vendorItemId=71958121034,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/30/16/7/75efed24-6630-4732-80bc-6b9d237613cd.jpg
양념장: 다진마늘,2024-08-01 20:10:09,"농우 간편 뚝딱 다진마늘 (냉동), 1kg, 5팩",18250,10,g,37,로켓배송,https://www.coupang.com/vp/products/6012228407?itemId=10910051311&vendorItemId=78189867054,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/874681266079464-05b9c45c-d0f5-43f9-95fb-f3eff54f68a5.jpg
양념장: 맛술,2024-08-01 20:10:11,"해표 맛술, 500ml, 1개",2950,10,ml,59,로켓배송,https://www.coupang.com/vp/products/6626336920?itemId=22012026924&vendorItemId=89780313506,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c0fc/f4740883f1551c296fa9e175dce9b8d0030f77c4dfb780f04ae904c5d76f.jpg
양념장: 물엿,2024-08-01 20:10:12,"곰곰 물엿, 2.45kg, 1개",6190,100,g,253,로켓배송,https://www.coupang.com/vp/products/7511168002?itemId=19680844973&vendorItemId=86786217870,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/13381707216464-06712bba-829d-46c8-9f3a-ae2fbf4dbbb7.jpg
양념장: 참기름,2024-08-01 20:10:14,"오뚜기 옛날 참기름, 500ml, 1개",7230,10,ml,145,로켓배송,https://www.coupang.com/vp/products/7235432441?itemId=19636227&vendorItemId=3028750268,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/39825140779715-16434178-58b4-4f09-b09f-7a9c0d421bcd.jpg
양념장: 후추,2024-08-01 20:10:16,"곰곰 순후추, 100g, 1개",3680,10,g,368,로켓배송,https://www.coupang.com/vp/products/8106658186?itemId=22948706847&vendorItemId=89982977047,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/821041352072604-46fa4ac7-5b7c-48c7-8d28-ee36982150ab.jpg
양배추,2024-08-01 20:10:17,"곰곰 국내산 양배추 1/2통, 500g, 1개",1990,100,g,398,로켓배송,https://www.coupang.com/vp/products/6258890122?itemId=12731571135&vendorItemId=79998120417,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7532952550087039-f9e2e389-cf67-4441-b445-cf29f2cfab13.jpg
양조간장,2024-08-01 20:10:19,"샘표 양조간장 501, 15L, 1개",52440,100,ml,350,로켓배송,https://www.coupang.com/vp/products/7978072936?itemId=18204495963&vendorItemId=3008200209,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/816022300154121-9adc7900-0dcc-48bd-b85e-417583f34036.png
양조간장(또는 진간장),2024-08-01 20:10:21,"청정원 두번달여 더진한 진간장, 1.7L, 1개",5000,100,ml,294,로켓배송,https://www.coupang.com/vp/products/6659186523?itemId=15281503670&vendorItemId=82501995070,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/414553150614795-3965fc4d-2d27-4d62-832f-2421895f4a70.jpg
양조간장(진간장),2024-08-01 20:10:22,"청정원 햇살담은 진간장 골드, 15L, 1개",20480,100,ml,137,로켓배송,https://www.coupang.com/vp/products/7123565492?itemId=17842389919&vendorItemId=85005958349,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/02/08/17/5/7b03b630-99a9-4904-9a99-edee74f5df92.jpg
양파,2024-08-01 20:10:23,"국내산 양파, 5kg, 1개",6610,100,g,132,로켓배송,https://www.coupang.com/vp/products/6258806325?itemId=8339724411&vendorItemId=75627534291,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5892067031719-7c17f7d9-85bf-4606-8879-59faefae79aa.jpg
어간장,2024-08-01 20:10:24,"청정원 어간장, 4개, 830ml",21020,100,ml,633,로켓배송,https://www.coupang.com/vp/products/7442529297?itemId=19356381865&vendorItemId=85321070268,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4541421654195925-b3dad28c-c95c-44bc-9819-37d2b247b366.jpg
어묵,2024-08-01 20:10:25,"대림선 부산 어묵 마당놀이2 20장, 1000g, 2개",10820,10,g,54,로켓배송,https://www.coupang.com/vp/products/305534661?itemId=19224743914&vendorItemId=86341415171,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/547ebaa3-554f-4cf8-a5bd-64aa42f4ebda3847151461704951545.png
연겨자,2024-08-01 20:10:26,"[오뚜기] 오쉐프 연겨자, 480g, 1개",5440,10,g,113,로켓배송,https://www.coupang.com/vp/products/402094?itemId=1053284&vendorItemId=3000999338,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2016/06/27/3000999338/8163e2e8-2228-4065-8e76-7a2591059262.jpg
연두부,2024-08-01 20:10:27,"[다만세푸드] 아워홈 연두부 100g x 20개 / 생식용 저칼로리, 30개",10050,100,g,335,,https://www.coupang.com/vp/products/6939001735?itemId=16820049502&vendorItemId=88945987741,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2d89/5d4cdb172b18777f9a3b754ab9ae32507fc5fb798e175d3321f6d00abdb2.jpg
염장미역,2024-08-01 20:10:28,"염장미역, 3kg, 1박스",9900,10,g,33,로켓배송,https://www.coupang.com/vp/products/7530536854?itemId=19771264484&vendorItemId=86874329912,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/jgxp37xk/72dba979ca524165ac2796d3c085eb3a.jpg
오겹살,2024-08-01 20:10:30,"미트코리아 오겹살 구이용 1.2cm (냉동), 2kg, 2개",47850,100,g,1196,로켓배송,https://www.coupang.com/vp/products/6994686038?itemId=19725220872&vendorItemId=86829277890,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/074ba48e-8909-42ed-b4df-44c566cecc117778394329477542612.png
옥수수 전분,2024-08-01 20:10:31,"CJ 이츠웰 옥수수전분 20Kg 옥수수 100% 전분 업소용 대용량 (무료배송), 1개",28800,100,g,144,,https://www.coupang.com/vp/products/7368443607?itemId=21417830996&vendorItemId=90429566864,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e6d0/803b206ab8a0d8ca06265e3ff53afbc27ed6717b3590749416488e733635.jpg
올리고당,2024-08-01 20:10:32,"큐원 올리고당 1.2kg 식이섬유, 1개",12500,10,g,104,,https://www.coupang.com/vp/products/8228911590?itemId=23676555048&vendorItemId=90774576405,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c34a/9a0dfe560956fa12d2a6c400c9389710dd06a4c94ccda9b4d37e3b399264.jpg
올리브 오일,2024-08-01 20:10:33,"+캡틴 포마스 올리브오일, 1개, 5L",29900,100,ml,598,,https://www.coupang.com/vp/products/7645786202?itemId=20329443909&vendorItemId=90171534314,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6de7/c1da642387f5377b5cfe14dc25cbe92e0341670a6e6562c5ceccd55fa519.jpg
올리브유,2024-08-01 20:10:35,"캡틴 포마스 올리브유, 1개, 5L",28800,100,ml,576,,https://www.coupang.com/vp/products/7660993132?itemId=20410292068&vendorItemId=87518479970,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0a9d/d96041328fc09ef5f06ec621a64ebf5355145a42b32f6674e968b46bc5f4.jpg
요리술,2024-08-01 20:10:36,"청정원 생강&매실 맛술, 1개, 1.8L",6620,10,ml,37,로켓배송,https://www.coupang.com/vp/products/7835682215?itemId=25131682&vendorItemId=3037177121,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1249254205427768-63d544c9-bd87-4916-a368-452f000f131c.jpg
우동,2024-08-01 20:10:37,"생생우동면 봉지, 253g, 8개",14300,100,g,707,로켓배송,https://www.coupang.com/vp/products/7709185473?itemId=20660556218&vendorItemId=84993758087,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/875617936065470-97542d73-2449-4029-acf6-208db89093a0.jpg
우동면,2024-08-01 20:10:38,"한성 우동사리, 200g, 80개",33510,100,g,209,로켓배송,https://www.coupang.com/vp/products/7038378934?itemId=19565926552&vendorItemId=86673792984,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/b334feb2-0a92-4bc5-84a1-a9b9ab64a152118815280365165465.png
원당,2024-08-01 20:10:39,"오르코 비정제 천연당, 1개, 15kg",29500,100,g,197,로켓배송,https://www.coupang.com/vp/products/8202912493?itemId=15750217610&vendorItemId=82963967074,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7807778498160694-c914cefa-f0b7-4520-bbb9-4f4cb61fb025.jpg
월계수,2024-08-01 20:10:40,"특 대용량 월계수잎 1kg 터키산, 1개",17900,10,g,179,,https://www.coupang.com/vp/products/6441793783?itemId=13947386404&vendorItemId=88897462430,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1e2e/e0e25951adc42f0136207594d1214536c43cac4424b78c7dd3b85d764f40.jpg
